Date,MinTemp,MaxTemp,AvgTemp,Sunrise,Sunset
31-03-2018,34,47,41,617,1836
01-04-2018,34,52,43,616,1836
02-04-2018,41,53,47,615,1837
03-04-2018,41,51,46,614,1837
04-04-2018,44,58,51,614,1837
05-04-2018,42,55,49,613,1838
06-04-2018,41,54,48,612,1838
07-04-2018,40,48,44,611,1838
08-04-2018,38,50,44,610,1838
09-04-2018,39,47,43,610,1839
10-04-2018,39,53,46,609,1839
11-04-2018,37,54,46,608,1839
12-04-2018,37,53,45,607,1839
13-04-2018,34,49,42,606,1840
14-04-2018,34,51,43,606,1840
15-04-2018,35,47,41,605,1840
16-04-2018,39,49,44,604,1841
17-04-2018,37,53,45,603,1841
18-04-2018,38,57,48,602,1841
19-04-2018,37,49,43,602,1841
20-04-2018,35,42,39,601,1842
21-04-2018,37,51,44,600,1842
22-04-2018,37,58,48,600,1842
23-04-2018,40,60,50,559,1843
24-04-2018,38,56,47,558,1843
25-04-2018,35,50,43,558,1843
26-04-2018,37,51,44,557,1844
27-04-2018,37,53,45,556,1844
28-04-2018,38,53,46,556,1844
29-04-2018,40,59,50,555,1845
30-04-2018,43,53,48,554,1845
01-05-2018,43,54,49,554,1845
02-05-2018,42,50,46,553,1846
03-05-2018,41,54,48,553,1846
04-05-2018,38,54,46,552,1846
05-05-2018,38,57,48,552,1847
06-05-2018,42,54,48,551,1847
07-05-2018,42,55,49,550,1847
08-05-2018,42,55,49,550,1848
09-05-2018,42,57,50,550,1848
10-05-2018,41,55,48,549,1849
11-05-2018,37,54,46,549,1849
12-05-2018,36,54,45,548,1849
13-05-2018,34,53,44,548,1850
14-05-2018,36,52,44,547,1850
15-05-2018,39,52,46,547,1851
16-05-2018,36,52,44,547,1851
17-05-2018,38,50,44,546,1851
18-05-2018,37,54,46,546,1852
19-05-2018,41,59,50,546,1852
20-05-2018,40,59,50,545,1853
21-05-2018,42,55,49,545,1853
22-05-2018,41,59,50,545,1853
23-05-2018,43,61,52,545,1854
24-05-2018,46,66,56,544,1854
25-05-2018,47,62,55,544,1855
26-05-2018,47,64,56,544,1855
27-05-2018,45,60,53,544,1855
28-05-2018,41,58,50,544,1856
29-05-2018,44,50,47,543,1856
30-05-2018,43,60,52,543,1856
31-05-2018,45,65,55,543,1857
01-06-2018,47,58,53,543,1857
02-06-2018,45,63,54,543,1858
03-06-2018,46,65,56,543,1858
04-06-2018,46,64,55,543,1858
05-06-2018,44,59,52,543,1859
06-06-2018,39,53,46,543,1859
07-06-2018,40,57,49,543,1859
08-06-2018,38,56,47,543,1900
09-06-2018,41,59,50,543,1900
10-06-2018,40,57,49,543,1900
11-06-2018,39,57,48,543,1901
12-06-2018,38,52,45,543,1901
13-06-2018,39,53,46,543,1901
14-06-2018,38,55,47,544,1902
15-06-2018,40,53,47,544,1902
16-06-2018,37,55,46,544,1902
17-06-2018,43,59,51,544,1902
18-06-2018,44,58,51,544,1903
19-06-2018,42,59,51,544,1903
20-06-2018,45,61,53,545,1903
21-06-2018,44,59,52,545,1903
22-06-2018,44,60,52,545,1904
23-06-2018,44,61,53,545,1904
24-06-2018,42,60,51,545,1904
25-06-2018,40,57,49,546,1904
26-06-2018,40,57,49,546,1904
27-06-2018,39,60,50,546,1904
28-06-2018,42,60,51,546,1905
29-06-2018,39,55,47,547,1905
30-06-2018,41,58,50,547,1905
01-07-2018,40,52,46,547,1905
02-07-2018,40,48,44,548,1905
03-07-2018,39,52,46,548,1905
04-07-2018,40,54,47,548,1905
05-07-2018,39,63,51,549,1905
06-07-2018,41,60,51,549,1905
07-07-2018,39,55,47,549,1905
08-07-2018,39,53,46,550,1905
09-07-2018,36,50,43,550,1905
10-07-2018,37,56,47,550,1905
11-07-2018,43,59,51,551,1905
12-07-2018,45,57,51,551,1905
13-07-2018,45,61,53,551,1904
14-07-2018,42,55,49,552,1904
15-07-2018,42,54,48,552,1904
16-07-2018,41,63,52,553,1904
17-07-2018,44,62,53,553,1904
18-07-2018,42,59,51,553,1904
19-07-2018,41,58,50,554,1903
20-07-2018,40,59,50,554,1903
21-07-2018,45,61,53,554,1903
22-07-2018,44,63,54,555,1902
23-07-2018,45,61,53,555,1902
24-07-2018,43,58,51,556,1902
25-07-2018,42,57,50,556,1901
26-07-2018,43,56,50,556,1901
27-07-2018,43,59,51,557,1901
28-07-2018,44,61,53,557,1900
29-07-2018,47,58,53,557,1900
30-07-2018,42,55,49,558,1859
31-07-2018,40,59,50,558,1859
01-08-2018,40,60,50,558,1859
02-08-2018,38,56,47,559,1858
03-08-2018,40,57,49,559,1858
04-08-2018,41,61,51,559,1857
05-08-2018,45,65,55,600,1857
06-08-2018,46,65,56,600,1856
07-08-2018,46,64,55,600,1855
08-08-2018,44,54,49,601,1855
09-08-2018,45,58,52,601,1854
10-08-2018,41,56,49,601,1854
11-08-2018,40,57,49,602,1853
12-08-2018,40,60,50,602,1852
13-08-2018,42,58,50,602,1852
14-08-2018,39,55,47,603,1851
15-08-2018,40,55,48,603,1850
16-08-2018,40,53,47,603,1850
17-08-2018,40,54,47,603,1849
18-08-2018,41,60,51,604,1848
19-08-2018,41,58,50,604,1848
20-08-2018,41,58,50,604,1847
21-08-2018,41,58,50,604,1846
22-08-2018,42,51,47,605,1845
23-08-2018,44,48,46,605,1845
24-08-2018,45,54,50,605,1844
25-08-2018,44,55,50,605,1843
26-08-2018,43,49,46,606,1842
27-08-2018,42,49,46,606,1841
28-08-2018,40,50,45,606,1841
29-08-2018,42,54,48,606,1840
30-08-2018,40,54,47,607,1839
31-08-2018,38,54,46,607,1838
01-09-2018,39,55,47,607,1837
02-09-2018,40,56,48,607,1836
03-09-2018,41,58,50,607,1836
04-09-2018,39,59,49,608,1835
05-09-2018,40,59,50,608,1834
06-09-2018,37,55,46,608,1833
07-09-2018,38,53,46,608,1832
08-09-2018,38,53,46,608,1831
09-09-2018,39,54,47,609,1830
10-09-2018,37,56,47,609,1829
11-09-2018,41,58,50,609,1828
12-09-2018,42,52,47,609,1828
13-09-2018,40,51,46,609,1827
14-09-2018,36,55,46,610,1826
15-09-2018,39,54,47,610,1825
16-09-2018,39,56,48,610,1824
17-09-2018,41,57,49,610,1823
18-09-2018,40,54,47,610,1822
19-09-2018,43,57,50,611,1821
20-09-2018,41,57,49,611,1820
21-09-2018,42,60,51,611,1819
22-09-2018,44,63,54,611,1819
23-09-2018,46,61,54,611,1818
24-09-2018,41,60,51,612,1817
25-09-2018,41,56,49,612,1816
26-09-2018,40,54,47,612,1815
27-09-2018,40,56,48,612,1814
28-09-2018,43,59,51,612,1813
29-09-2018,43,61,52,613,1812
30-09-2018,43,62,53,613,1811
01-10-2018,40,63,52,613,1811
02-10-2018,41,56,49,613,1810
03-10-2018,40,59,50,614,1809
04-10-2018,43,58,51,614,1808
05-10-2018,42,56,49,614,1807
06-10-2018,40,51,46,614,1806
07-10-2018,42,51,47,615,1805
08-10-2018,42,52,47,615,1805
09-10-2018,40,52,46,615,1804
10-10-2018,39,51,45,615,1803
11-10-2018,39,53,46,616,1802
12-10-2018,38,54,46,616,1801
13-10-2018,41,54,48,616,1801
14-10-2018,39,56,48,616,1800
15-10-2018,38,52,45,617,1759
16-10-2018,40,55,48,617,1758
17-10-2018,37,52,45,617,1758
18-10-2018,37,51,44,618,1757
19-10-2018,,,,618,1756
20-10-2018,38,48,43,618,1755
21-10-2018,36,47,42,619,1755
22-10-2018,35,52,44,619,1754
23-10-2018,37,52,45,620,1753
24-10-2018,40,54,47,620,1753
25-10-2018,38,56,47,620,1752
26-10-2018,37,53,45,621,1752
27-10-2018,38,52,45,621,1751
28-10-2018,41,52,47,622,1750
29-10-2018,38,53,46,622,1750
30-10-2018,44,53,49,622,1749
31-10-2018,43,55,49,623,1749
01-11-2018,41,57,49,623,1748
02-11-2018,35,52,44,624,1748
03-11-2018,34,46,40,624,1747
04-11-2018,33,46,40,625,1747
05-11-2018,35,51,43,625,1746
06-11-2018,32,48,40,626,1746
07-11-2018,35,48,42,626,1746
08-11-2018,33,51,42,627,1745
09-11-2018,37,52,45,627,1745
10-11-2018,39,53,46,628,1745
11-11-2018,34,52,43,628,1744
12-11-2018,33,56,45,629,1744
13-11-2018,37,55,46,629,1744
14-11-2018,38,56,47,630,1743
15-11-2018,38,53,46,630,1743
16-11-2018,40,52,46,631,1743
17-11-2018,40,52,46,632,1743
18-11-2018,37,51,44,632,1743
19-11-2018,35,51,43,633,1743
20-11-2018,35,54,45,633,1742
21-11-2018,34,54,44,634,1742
22-11-2018,32,50,41,635,1742
23-11-2018,33,51,42,635,1742
24-11-2018,41,54,48,636,1742
25-11-2018,38,57,48,636,1742
26-11-2018,41,56,49,637,1742
27-11-2018,40,57,49,638,1742
28-11-2018,42,56,49,638,1742
29-11-2018,38,57,48,639,1742
30-11-2018,38,52,45,640,1742
01-12-2018,36,52,44,640,1743
02-12-2018,33,51,42,641,1743
03-12-2018,36,53,45,641,1743
04-12-2018,39,56,48,642,1743
05-12-2018,36,53,45,643,1743
06-12-2018,36,52,44,643,1743
07-12-2018,37,53,45,644,1744
08-12-2018,34,53,44,645,1744
09-12-2018,36,53,45,645,1744
10-12-2018,36,55,46,646,1745
11-12-2018,38,56,47,646,1745
12-12-2018,39,54,47,647,1745
13-12-2018,36,54,45,648,1746
14-12-2018,36,56,46,648,1746
15-12-2018,40,53,47,649,1746
16-12-2018,40,57,49,649,1747
17-12-2018,42,60,51,650,1747
18-12-2018,35,51,43,650,1748
19-12-2018,32,51,42,651,1748
20-12-2018,37,58,48,651,1749
21-12-2018,42,57,50,652,1749
22-12-2018,40,54,47,652,1750
23-12-2018,39,55,47,653,1750
24-12-2018,36,52,44,653,1751
25-12-2018,36,48,42,654,1751
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
